seq-WA30834809_H3K4me2_FEM2_AD	Lieb	Dernburg					NOT RELEASED							2011-09-01		uploaded	3922		
seq-SDQ0811_RAD51_FEM2_AD	Lieb	Dernburg					NOT RELEASED							2011-09-01		uploaded	3923		
seq-BH00005_LIN9_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3924		
seq-JA00011_LIN35_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3925		
seq-JA00013_LIN35_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3926		
JA00013_LIN35_N2_LTemb_val	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3927		
seq-BH00003_LIN37_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3928		
seq-SDQ3166_LIN37_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3929		
seq-BH00001_LIN52_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3930		
seq-SDQ2370_LIN53_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3931		
seq-BH00004_LIN54_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3932		
BH00004_LIN54_N2_LTemb_val	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3933		
seq-SDQ3590_EFL1_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3934		
seq-SDQ3599_DPL1_N2_LTemb	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3935		
SDQ2931_SET2_N2_LTEMB	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3936		
seq-SDQ2931_SET2_N2_LTemb_val	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3937		
seq-SDQ2324_HPL2_N2_LTemb_val	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3938		
seq-SDQ2327_LIN15B_N2_LTemb_val	Lieb	Strome					NOT RELEASED							2011-09-01		uploaded	3939		
