2550	Directed cDNA Full Insert Sequencing	Celniker	Celniker	cDNA sequencing	RNA profiling	Sequences=1055		Drosophila melanogaster		Oregon-R-P2, y; cn bw sp	adult, adult head, embryo	mixed: adult stage, embryonic stage, larval stage, prepupal stage, pupal stage, embryonic stage 17	12/18/09	2/15/10	released	MIP.gff	
3275	Directed cDNA Full Insert Sequencing v3	Celniker	Celniker	cDNA sequencing	RNA profiling	Sequences=1495		Drosophila melanogaster		Oregon-R-P2, y; cn bw sp	adult, adult head, embryo	mixed: adult stage, embryonic stage, larval stage, prepupal stage, pupal stage, embryonic stage 17	11/1/10	11/1/10	reviewing	MIP.gff	
