1011	GSM461201
1012	GSM461195
1013	GSM461198
1014	GSM461187
1015	GSM461190
1016	GSM461204
1017	GSM461189
1018	GSM461196
1019	GSM461188
1020	GSM461199
1021	GSM461194
1022	GSM461191
1023	GSM461202
1024	GSM461207
1024	GSM461208
1025	GSM461192
1026	GSM461185
1027	GSM461197
1028	GSM461193
1029	GSM461205
1030	GSM461206
1031	GSM461183
1032	GSM461203
1033	GSM461209
1033	GSM461210
1034	GSM461200
2010	GSM451806
2019	GSM451809
2020	GSM451808
2021	GSM451803
2022	GSM451807
2023	GSM451810
2024	GSM451811
2025	GSM453867
2026	GSM451805
2027	GSM451804
2029	GSM451812
2030	GSM451813
2301	GSM461186
2302	GSM461184
2305	GSM461182
2327	GSM446652
2328	GSM446653
2329	GSM446654
2330	GSM446655
2331	GSM446651
2332	GSM446656
2333	GSM446657
2334	GSM446661
2335	GSM446658
2336	GSM446659
2337	GSM446660
2374	GSM399110
2375	GSM371638
2376	GSM399105
2381	GSM280086
2416	GSM388727
2416	GSM388726
2416	GSM388729
2416	GSM388728
2418	GSM435319
2418	GSM435317
2418	GSM435316
2455	GSM446652
2456	GSM446653
2457	GSM446654
2458	GSM446655
2459	GSM446657
2460	GSM446656
2461	GSM446658
2462	GSM446659
2463	GSM446660
2464	GSM446661
2465	GSM446651
2483	GSM427346
2484	GSM469439
2485	GSM427297
2486	GSM427301
2487	GSM427332
2488	GSM427344
2489	GSM427345
2543	GSM360260
2546	GSM360257
2554	GSM399107
2555	GSM399106
2556	GSM360262
2605	GSM385744
2605	GSM385748
2605	GSM385821
2605	GSM385822
2606	GSM399100
2606	GSM399101
2608	GSM343832
2608	GSM343833
2625	GSM499631
2625	GSM499632
2626	GSM499644
2626	GSM499645
2626	GSM499646
2627	GSM499633
2627	GSM499634
2628	GSM499635
2628	GSM499634
2629	GSM499636
2629	GSM499634
2630	GSM499637
2630	GSM499634
2631	GSM499638
2631	GSM499634
2632	GSM499639
2632	GSM499634
2633	GSM499640
2633	GSM499634
2634	GSM499641
2634	GSM499634
2635	GSM499642
2635	GSM499634
2636	GSM499643
2636	GSM499634
2637	GSM499647
2637	GSM499648
2640	GSM499661
2640	GSM499662
2640	GSM499663
2640	GSM499664
2641	GSM499657
2641	GSM499658
2641	GSM499659
2641	GSM499660
2642	GSM499653
2642	GSM499654
2642	GSM499655
2642	GSM499656
2725	GSM361908
2730	GSM463025
2730	GSM463029
2732	GSM463026
2733	GSM463027
2733	GSM463030
2734	GSM463028
2741	GSM364902
2753	GSM522353
2753	GSM522354
2753	GSM522355
2754	GSM522356
2754	GSM522357
2754	GSM522358
2755	GSM522359
2755	GSM522360
2755	GSM522361
2776	GSM336052
2777	GSM336055
2778	GSM336056
2779	GSM336058
2780	GSM336059
2781	GSM336060
2782	GSM336086
2783	GSM522362
2783	GSM522363
2783	GSM522364
2785	GSM463029
2785	GSM463025
2786	GSM463026
2787	GSM463030
2787	GSM463027
2788	GSM463028
2821	GSM510086
2822	GSM510087
2823	GSM510089
2825	GSM510088
2826	GSM510085
2827	GSM509929
2828	GSM509930
2829	GSM509932
2830	GSM510090
2831	GSM509931
2832	GSM509933
2971	GSE24540
2972	GSE24541
2973	GSE24543
